classification_id,university_id,source_url,link_url,link_text,link_type_hint,classified_type,classification_confidence,requires_human_attention,blocking_status,classification_reason,observed_at_utc,classified_at_utc
it-unirc-cls-00011,it-unirc,https://www.unirc.it/,https://t.me/unircmedi,Telegram,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00012,it-unirc,https://www.unirc.it/,https://x.com/UniRCMedi,X,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00013,it-unirc,https://www.unirc.it/,https://www.youtube.com/UniRCTV,YouTube,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00014,it-unirc,https://www.unirc.it/,https://unirc.esse3.cineca.it,ESSE3,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00015,it-unirc,https://www.unirc.it/,https://www.unirc.it/rubrica,RUBRICA,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00016,it-unirc,https://www.unirc.it/,https://outlook.office365.com/mail/,webmail,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00017,it-unirc,https://www.unirc.it/,https://www.international.unirc.it/,EN,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00018,it-unirc,https://www.unirc.it/,https://www.unirc.it/,,unknown,recruitment_page,low,yes,non_blocking,Link URL equals source URL.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00019,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/offerta-formativa,Offerta formativa,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00020,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-triennali,Lauree triennali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00021,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-magistrali,Lauree magistrali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00022,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-ciclo-unico,Lauree a ciclo unico,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00023,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/formazione-post-laurea,Formazione post Laurea,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00024,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/formazione-insegnanti,Formazione insegnanti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00025,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/percorsi-formativi-dipendenti-pubblici,Percorsi formativi per dipendenti pubblici,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00026,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/avvisi,Avvisi - studiare,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00027,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/carriera-dello-studente,Carriera dello studente,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00028,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/diritto-allo-studio,Diritto allo studio,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00029,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/rappresentanze-studentesche,Rappresentanze studentesche,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00030,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/esami-di-stato,Esami di Stato,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00031,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/verso-il-lavoro-job-placement,Verso il lavoro: job placement,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00032,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/la-ricerca-ateneo,La ricerca in Ateneo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00033,it-unirc,https://www.unirc.it/,https://iris.unirc.it/,Prodotti della ricerca,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00034,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/la-ricerca-ateneo/fonti-di-finanziamento,Fonti di finanziamento,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00035,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/laboratori-strumentali,Laboratori strumentali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00036,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/laboratori-non-strumentali-e-centri-studio,Laboratori non strumentali e Centri studio,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00037,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/ufficio-trasferimento-tecnologico,Ufficio Trasferimento Tecnologico,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00038,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/brevetti,Brevetti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00039,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/spin-e-start,Spin -off e start-up,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unirc-cls-00040,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/qualita-della-ricerca,Qualità della Ricerca,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00001,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi#main-content,Salta al contenuto principale,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00002,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it,,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00003,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/en,EN,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00004,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,IT,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00005,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi,Entra in Bocconi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00006,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio,Scopri i corsi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00007,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/hub-news-ed-eventi,Accedi a News ed Eventi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00008,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://giving.unibocconi.it/,Sostieni la Bocconi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00009,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo,Panoramica,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00010,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/organizzazione,Organizzazione,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00011,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/assicurazione-qualita,Assicurazione Qualità,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00012,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/terza-missione,Terza missione,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00013,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/ranking-bocconi-nel-mondo,Ranking,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00014,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/network-internazionali,Network internazionali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00015,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/diversita-equita-e-inclusione,"Diversità, equità e inclusione",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00016,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/sostenibilita,Sostenibilità,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00017,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/community,Community,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00018,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/lauree-triennali,Lauree triennali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00019,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/lauree-magistrali,Lauree magistrali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00020,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/giurisprudenza,Giurisprudenza,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00021,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/master-universitari,Master Universitari,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00022,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/organizzazione/scuole/dottorati,Dottorati,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00023,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/summer-school,Summer School,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00024,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/sda-bocconi-school-management,SDA Bocconi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00025,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti,Docenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00026,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/dipartimenti,Dipartimenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00027,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/ricerca,Ricerca,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00028,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus,Panoramica,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00029,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.campusvr.unibocconi.it/,Tour virtuale CampusVR,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00030,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/edifici-e-aule,Edifici e aule,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00031,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/sicurezza-nel-campus,Sicurezza nel Campus,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00032,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/sicurezza-delle-informazioni,Sicurezza delle informazioni,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00033,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/studenti-iscritti/biblioteca-archivi,Biblioteca & Archivi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00034,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.bocconisport.it/,Bocconi Sport,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00035,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/gallerie-fotografiche,Gallerie fotografiche,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00036,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/corsi-di-laurea-triennale-e-giurisprudenza,Corsi di laurea triennale e Giurisprudenza,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00037,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/corsi-di-laurea-magistrale,Corsi di laurea magistrale,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00038,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/master-universitari,Master universitari,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00039,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/dottorati,Dottorati,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00040,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/summer-school,Summer School,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00041,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi#main-content,Salta al contenuto principale,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00042,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,IT,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00043,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti,Panoramica,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00044,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/gualtiero-brugger,Gualtiero Brugger,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00045,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/pier-luigi-fabrizi,Pier Luigi Fabrizi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00046,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/aldo-montesano,Aldo Montesano,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00047,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/fabrizio-onida,Fabrizio Onida,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00048,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/giorgio-sacerdoti,Giorgio Sacerdoti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00049,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti,Panoramica,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00050,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/asn-2021-2023,Abilitazione Scientifica Nazionale,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00051,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/programma-visiting-professor,Programma Visiting Professor,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00052,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/ricerca/concorsi/concorsi,Archivio Concorsi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00053,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/personale-docente-valutazioni-comparative,Reclutamento Personale Docente di Ruolo Bocconi - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00054,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/en/faculty-and-research/faculty/faculty-recruiting,Reclutamento Assistant Professors - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00055,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/lecturers,Reclutamento Lecturers - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00056,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/valutazioni-comparative-tornate-precedenti,Reclutamento Personale Docente di Ruolo Bocconi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
